case_id,reported_at,missing_person_name,gender,age_band,state,district,language,last_seen_location,reporting_center,reporter_mobile,physical_description,status,resolution_hours,is_duplicate_report,remarks
KMP-2027-02477,2027-08-19 14:21,Gita Chavan,Female,13-17,Maharashtra,Pune,Marathi,Nashik Road Railway Station,Trimbak Gate Center,+91 9088772240,"red sari with gold border, limps on right leg",Transferred to hospital,4.4,False,Cross-checked at adjacent center.
KMP-2027-00768,2027-09-11 16:01,,Male,71-80,Maharashtra,Solapur,Marathi,Trimbakeshwar Temple,Trimbak Gate Center,,"black shawl, speaks little Hindi",Reunited,2.1,False,Announced on PA system.
KMP-2027-00673,2027-09-07 20:07,Savita Iyer,Female,61-70,Maharashtra,Solapur,Marathi,Tapovan,Panchavati Center,,,Reunited,0.9,False,Cross-checked at adjacent center.
KMP-2027-00601,2027-09-09 04:06,Ramesh Shinde,Male,71-80,Telangana,Warangal,Telugu,Kalaram Temple,CBS Help Center,+91 7071603400,"orange saree, has a tilak on forehead",Reunited,2.8,False,Announced on PA system.
KMP-2027-01585,2027-07-21 21:39,Kishan Deshmukh,Male,41-60,Rajasthan,Jodhpur,Hindi,Ramkund,CBS Help Center,+91 9854284156,,Reunited,8.8,False,Announced on PA system.
KMP-2027-00988,2027-09-11 04:58,Tukaram Jadhav,Male,18-40,Maharashtra,Pune,Marathi,Panchavati,CBS Help Center,,"blue checked shirt, hard of hearing",Reunited,8.9,False,Got separated in snan crowd.
KMP-2027-00145,2027-08-06 23:52,Vitthal Kale,Male,61-70,Tamil Nadu,Chennai,Tamil,Dudhsagar Falls Road,Sadhugram Center,+91 7370581420,"cream kurta, speaks little Hindi",Pending,,True,Possible match flagged for review.
KMP-2027-00842,2027-08-19 09:35,Indira Reddy,Female,41-60,Uttar Pradesh,Kanpur,Hindi,Mukti Dham,Tapovan Center,+91 9880865111,"black shawl, silver anklets",Reunited,8.3,False,Got separated in snan crowd.
KMP-2027-00901,2027-09-11 15:14,Lakshmi Jadhav,Female,41-60,Gujarat,Rajkot,Gujarati,Sadhugram,Panchavati Center,+91 9975090104,"red sari with gold border, short grey hair",Pending,,False,Cross-checked at adjacent center.
KMP-2027-01308,2027-08-04 11:45,Kishan Das,Male,61-70,Maharashtra,Nashik,Marathi,Sita Gufa,Nashik Road Center,+91 9054871129,"yellow blouse, walks with a cane",Reunited,4.2,False,"Family frantic, last dip together."
KMP-2027-00980,2027-08-02 09:06,Indira Jadhav,Female,61-70,Maharashtra,Nagpur,Marathi,Tapovan,Tapovan Center,+91 7035273563,"blue checked shirt, walks with a cane",Reunited,2.2,False,
KMP-2027-00462,2027-08-04 04:57,Sneha Kulkarni,Unknown,61-70,Maharashtra,Thane,Marathi,Dudhsagar Falls Road,Ramkund LF Center,+91 9423465548,"yellow blouse, tulsi mala around neck",Reunited,7.6,False,Announced on PA system.
KMP-2027-01175,2027-08-04 15:53,Aarav Verma,Male,18-40,Maharashtra,Nagpur,Marathi,Sita Gufa,Ramkund LF Center,+91 9424735909,"orange saree, speaks little Hindi",Pending,,False,
KMP-2027-00012,2027-07-28 12:16,Kavita More,Female,71-80,Maharashtra,Solapur,Marathi,Mukti Dham,Nashik Road Center,+91 7081429478,"green saree, silver anklets",Pending,,True,Logged at second center; same person suspected.
KMP-2027-01519,2027-09-11 13:14,Indira Joshi,Female,41-60,Madhya Pradesh,Indore,Hindi,Trimbakeshwar Temple,Panchavati Center,+91 9916744551,,Reunited,8.6,False,Possible match flagged for review.
KMP-2027-00223,2027-08-26 17:39,Rukmini Reddy,Female,80+,Maharashtra,Thane,Marathi,Nashik Road Railway Station,Trimbak Gate Center,,"orange saree, short grey hair",Pending,,False,Got separated in snan crowd.
KMP-2027-02417,2027-09-02 05:12,Anjali Pawar,Female,61-70,Maharashtra,Nashik,Marathi,Sadhugram,Ramkund LF Center,,"blue checked shirt, walks with a cane",Reunited,8.5,False,Possible match flagged for review.
KMP-2027-00288,2027-09-11 13:09,Parvati Bhosale,Female,61-70,Maharashtra,Ahmednagar,Marathi,Gangapur Road Ghat,Tapovan Center,,"orange saree, silver anklets",Reunited,8.3,False,"Came by group bus, lost the group."
KMP-2027-00943,2027-08-04 12:32,,Female,41-60,Madhya Pradesh,Bhopal,Hindi,Gangapur Road Ghat,Panchavati Center,+91 9890087171,"black shawl, has a tilak on forehead",Reunited,6.2,False,Phone switched off.
KMP-2027-02359,2027-07-31 22:09,Bhaskar Sawant,Male,61-70,Karnataka,Hubballi,Kannada,Saptashrungi Base,Sadhugram Center,+91 8865440498,"red sari with gold border, tulsi mala around neck",Reunited,7.6,False,Got separated in snan crowd.
KMP-2027-01768,2027-09-02 11:19,Ganpat Iyer,Male,61-70,Maharashtra,Solapur,Marathi,Kushavarta Kund,Nashik Road Center,+91 8830175647,"cream kurta, limps on right leg",Reunited,9,False,Phone switched off.
KMP-2027-00681,2027-09-02 10:43,Dattatray Reddy,Male,0-12,Maharashtra,Nagpur,Marathi,Panchavati,Sadhugram Center,+91 7070552338,"grey sweater, walks with a cane",Reunited,0.6,False,
KMP-2027-02079,2027-09-02 16:59,Mangala Deshmukh,Female,61-70,Tamil Nadu,Madurai,Tamil,CBS Bus Stand,Sadhugram Center,+91 9933918270,"cream kurta, silver anklets",Reunited,1,False,Phone switched off.
KMP-2027-00927,2027-09-15 19:37,Sarla Chavan,Female,41-60,Gujarat,Surat,Gujarati,Panchavati,Panchavati Center,+91 9943591280,"orange saree, wears thick glasses",Reunited,6.3,False,"Came by group bus, lost the group."
KMP-2027-01084,2027-08-21 20:35,Prakash Reddy,Male,41-60,Maharashtra,Thane,Marathi,Sita Gufa,Sadhugram Center,+91 9480111506,,Reunited,5.6,False,Cross-checked at adjacent center.
KMP-2027-00777,2027-09-02 16:57,Namdev Kale,Male,61-70,Telangana,Warangal,Telugu,Kushavarta Kund,Nashik Road Center,+91 7310473072,"maroon saree, speaks little Hindi",Reunited,3.4,False,Volunteer escorting to help desk.
KMP-2027-02347,2027-08-22 05:36,Dattatray Bhosale,Male,71-80,Tamil Nadu,Chennai,Tamil,Nashik Road Railway Station,Ramkund LF Center,,,Reunited,0.7,False,Phone switched off.
KMP-2027-01368,2027-08-10 23:24,Janabai Joshi,Female,71-80,Gujarat,Ahmedabad,Gujarati,Mukti Dham,Tapovan Center,+91 9071312504,,Reunited,0.9,False,
KMP-2027-02336,2027-09-02 06:40,Sunil Sharma,Male,0-12,Maharashtra,Solapur,Marathi,Dudhsagar Falls Road,Sadhugram Center,,"green saree, short grey hair",Reunited,7.2,False,Volunteer escorting to help desk.
KMP-2027-00489,2027-09-11 14:28,Shanta Pawar,Female,61-70,Maharashtra,Pune,Marathi,Sadhugram,Sadhugram Center,+91 9029270511,"green saree, wears thick glasses",Reunited,2.9,False,"Came by group bus, lost the group."
KMP-2027-01023,2027-09-02 07:48,Namdev Shinde,Male,41-60,Uttar Pradesh,Prayagraj,Hindi,Sita Gufa,CBS Help Center,,"orange saree, walks with a cane",Reunited,6,False,
KMP-2027-01168,2027-08-04 05:57,Sushila Reddy,Female,61-70,Madhya Pradesh,Indore,Hindi,Gangapur Road Ghat,Sadhugram Center,+91 7089575567,"black shawl, has a tilak on forehead",Reunited,8.2,False,Volunteer escorting to help desk.
KMP-2027-02408,2027-09-13 14:28,Sunil Das,Male,71-80,Maharashtra,Jalgaon,Marathi,Kalaram Temple,Kushavarta Center,+91 9021657789,"cream kurta, has a tilak on forehead",Reunited,0.8,False,Cross-checked at adjacent center.
KMP-2027-00100,2027-07-28 05:20,Asha Deshmukh,Female,0-12,Madhya Pradesh,Ujjain,Hindi,Saptashrungi Base,Sadhugram Center,,,Pending,,True,Logged at second center; same person suspected.
KMP-2027-00875,2027-08-15 16:05,Gita Kumar,Female,61-70,Uttar Pradesh,Kanpur,Hindi,Tapovan,Kushavarta Center,+91 9464902609,"green saree, carries a cloth bag",Reunited,1.9,False,"Family frantic, last dip together."
KMP-2027-01913,2027-09-11 14:12,Sopan Chavan,Male,80+,Karnataka,Bengaluru,Kannada,Saptashrungi Base,Panchavati Center,+91 9471792717,,Reunited,4.4,False,"Came by group bus, lost the group."
KMP-2027-01336,2027-09-02 13:58,,Male,41-60,Gujarat,Surat,Gujarati,Saptashrungi Base,Panchavati Center,+91 9931602734,"orange saree, has a tilak on forehead",Reunited,2.3,False,"Came by group bus, lost the group."
KMP-2027-01821,2027-08-04 03:52,Kishan Reddy,Male,18-40,Maharashtra,Aurangabad,Marathi,Ramkund,CBS Help Center,,"green saree, tulsi mala around neck",Pending,,False,Phone switched off.
KMP-2027-02084,2027-08-19 14:48,Namdev More,Male,80+,Maharashtra,Ahmednagar,Marathi,Trimbakeshwar Temple,Nashik Road Center,+91 7364329127,"orange saree, carries a cloth bag",Reunited,5.9,False,Possible match flagged for review.
KMP-2027-00746,2027-09-04 23:05,Sai Kumar,Male,18-40,Gujarat,Surat,Gujarati,Kalaram Temple,Trimbak Gate Center,+91 9426527174,"yellow blouse, carries a cloth bag",Reunited,2.3,False,Phone switched off.
KMP-2027-01492,2027-07-18 09:40,Vimal Joshi,Female,41-60,Maharashtra,Pune,Marathi,Trimbakeshwar Temple,Tapovan Center,,,Reunited,1.4,False,"Family frantic, last dip together."
KMP-2027-01741,2027-08-04 04:09,Indira Pawar,Female,61-70,Karnataka,Belagavi,Kannada,Ramkund,Tapovan Center,+91 7317983892,"green saree, tulsi mala around neck",Reunited,3.1,False,
KMP-2027-00624,2027-09-11 13:48,Ramesh Bhosale,Male,61-70,Maharashtra,Aurangabad,Marathi,Tapovan,Ramkund LF Center,+91 9973053046,,Pending,,False,"Came by group bus, lost the group."
KMP-2027-02007,2027-08-19 09:31,Sneha Kumar,Female,61-70,Maharashtra,Nashik,Marathi,CBS Bus Stand,Nashik Road Center,,"grey sweater, short grey hair",Pending,,False,Volunteer escorting to help desk.
KMP-2027-01011,2027-08-04 15:34,,Male,71-80,Uttar Pradesh,Varanasi,Hindi,Gangapur Road Ghat,Ramkund LF Center,+91 8843958630,,Reunited,7.1,False,Possible match flagged for review.
KMP-2027-00955,2027-09-08 23:25,,Female,61-70,Maharashtra,Ahmednagar,Marathi,Ahilyadevi Holkar Bridge,Sadhugram Center,+91 9851658615,"maroon saree, carries a cloth bag",Pending,,False,Phone switched off.
KMP-2027-02068,2027-09-11 05:16,Mahesh Kulkarni,Male,0-12,Maharashtra,Jalgaon,Marathi,Kalaram Temple,Kushavarta Center,+91 9921429521,"yellow blouse, silver anklets",Reunited,9.3,False,Volunteer escorting to help desk.
KMP-2027-01684,2027-09-11 07:36,,Female,80+,Maharashtra,Nashik,Marathi,Kalaram Temple,Panchavati Center,+91 7021747372,"orange saree, tulsi mala around neck",Reunited,5.1,False,
KMP-2027-00174,2027-08-19 09:03,Dattatray Deshmukh,Unknown,61-70,Uttar Pradesh,Lucknow,Hindi,Saptashrungi Base,Tapovan Center,+91 9914808114,,Pending,,True,Logged at second center; same person suspected.
KMP-2027-00366,2027-07-19 23:46,Rohan Verma,Male,61-70,Telangana,Warangal,Telugu,Sadhugram,Nashik Road Center,+91 9075035018,,Reunited,5.8,False,Possible match flagged for review.
KMP-2027-01351,2027-09-02 08:59,,Male,61-70,Madhya Pradesh,Indore,Hindi,Sita Gufa,Sadhugram Center,,"grey sweater, silver anklets",Reunited,6,False,Phone switched off.
KMP-2027-02476,2027-07-19 09:36,Gita Patil,Female,13-17,Madhya Pradesh,Gwalior,Hindi,Panchavati,Nashik Road Center,+91 7050501824,"white dhoti and kurta, carries a cloth bag",Reunited,6.9,False,Got separated in snan crowd.
KMP-2027-02385,2027-09-02 11:41,Prakash Sharma,Male,71-80,Maharashtra,Aurangabad,Marathi,Saptashrungi Base,Ramkund LF Center,,"blue checked shirt, wears thick glasses",Reunited,7.7,False,"Family frantic, last dip together."
KMP-2027-02014,2027-08-04 06:22,Rohan Verma,Male,0-12,Gujarat,Rajkot,Gujarati,Trimbakeshwar Temple,CBS Help Center,+91 9480180132,"blue checked shirt, has a tilak on forehead",Reunited,8.3,False,Possible match flagged for review.
KMP-2027-02136,2027-09-09 12:32,,Female,80+,Uttar Pradesh,Varanasi,Hindi,Dudhsagar Falls Road,Ramkund LF Center,,,Reunited,1.3,False,Possible match flagged for review.
KMP-2027-00703,2027-07-20 23:17,,Female,18-40,Maharashtra,Pune,Marathi,Panchavati,Kushavarta Center,+91 9486902705,"blue checked shirt, tulsi mala around neck",Reunited,4.4,False,"Came by group bus, lost the group."
KMP-2027-00740,2027-08-03 06:09,Kavita Reddy,Female,41-60,Maharashtra,Nashik,Marathi,Saptashrungi Base,Tapovan Center,+91 7347036314,"blue checked shirt, has a tilak on forehead",Reunited,7.8,False,
KMP-2027-01215,2027-08-30 04:40,Meena Deshmukh,Female,61-70,Gujarat,Ahmedabad,Gujarati,Nashik Road Railway Station,CBS Help Center,+91 9867963273,"grey sweater, has a tilak on forehead",Pending,,False,Phone switched off.
KMP-2027-01227,2027-09-02 04:59,Dattatray Bhosale,Male,71-80,Rajasthan,Jodhpur,Hindi,Tapovan,Trimbak Gate Center,+91 9065767577,"yellow blouse, walks with a cane",Reunited,5.7,False,Phone switched off.
KMP-2027-01973,2027-08-09 02:31,,Unknown,18-40,Maharashtra,Jalgaon,Marathi,Mukti Dham,Sadhugram Center,+91 9482182960,"white dhoti and kurta, tulsi mala around neck",Pending,,False,"Came by group bus, lost the group."
KMP-2027-01739,2027-09-11 12:17,Mahesh More,Male,61-70,Maharashtra,Ahmednagar,Marathi,Sita Gufa,Panchavati Center,+91 9062052504,"orange saree, tulsi mala around neck",Reunited,2.2,False,
KMP-2027-01376,2027-09-11 06:47,Arun More,Male,13-17,Maharashtra,Nashik,Marathi,Sita Gufa,CBS Help Center,+91 8846064870,"orange saree, limps on right leg",Reunited,7,False,Volunteer escorting to help desk.
KMP-2027-00507,2027-08-04 14:06,,Female,41-60,Telangana,Warangal,Telugu,Trimbakeshwar Temple,Panchavati Center,+91 9846250408,"black shawl, wears thick glasses",Reunited,7.3,False,Possible match flagged for review.
KMP-2027-00625,2027-08-27 12:12,Sneha Shinde,Female,71-80,Maharashtra,Thane,Marathi,Goda Ghat,Tapovan Center,+91 7371302609,"cream kurta, short grey hair",Reunited,2.5,False,"Family frantic, last dip together."
KMP-2027-02096,2027-09-02 10:23,Vitthal Pawar,Unknown,13-17,Madhya Pradesh,Ujjain,Hindi,Trimbakeshwar Temple,Ramkund LF Center,+91 9847276681,"cream kurta, wears thick glasses",Reunited,7.9,False,"Came by group bus, lost the group."
KMP-2027-00484,2027-09-02 05:54,Radha Verma,Female,18-40,Maharashtra,Aurangabad,Marathi,Kushavarta Kund,Sadhugram Center,+91 8874455583,"blue checked shirt, has a tilak on forehead",Reunited,0.6,False,Volunteer escorting to help desk.
KMP-2027-02026,2027-08-19 16:25,Mangala Kulkarni,Female,71-80,Gujarat,Ahmedabad,Gujarati,Kalaram Temple,Ramkund LF Center,+91 9491327047,"green saree, carries a cloth bag",Reunited,3,False,Cross-checked at adjacent center.
KMP-2027-02243,2027-07-28 05:49,,Male,41-60,Maharashtra,Pune,Marathi,Tapovan,Trimbak Gate Center,+91 7321201993,"cream kurta, has a tilak on forehead",Reunited,7.5,False,Cross-checked at adjacent center.
KMP-2027-02411,2027-08-26 04:33,Sunil Iyer,Male,61-70,Maharashtra,Jalgaon,Marathi,Tapovan,Tapovan Center,+91 9861439793,"grey sweater, carries a cloth bag",Reunited,7.2,False,Got separated in snan crowd.
KMP-2027-00654,2027-09-08 06:37,Dattatray Bhosale,Male,41-60,Maharashtra,Thane,Marathi,Gangapur Road Ghat,Sadhugram Center,,"orange saree, limps on right leg",Reunited,1,False,Possible match flagged for review.
KMP-2027-01898,2027-08-04 03:28,Sushila Reddy,Female,41-60,Maharashtra,Aurangabad,Marathi,Goda Ghat,Tapovan Center,+91 7366681000,,Reunited,5.7,False,Cross-checked at adjacent center.
KMP-2027-01745,2027-08-05 06:05,Vitthal More,Male,0-12,Madhya Pradesh,Bhopal,Hindi,Nashik Road Railway Station,Tapovan Center,+91 7399808467,"green saree, tulsi mala around neck",Transferred to hospital,6.3,False,Phone switched off.
KMP-2027-00871,2027-08-04 04:42,Aarav Yadav,Male,13-17,Uttar Pradesh,Lucknow,Hindi,Goda Ghat,Trimbak Gate Center,+91 9920490721,"blue checked shirt, walks with a cane",Reunited,7.2,False,"Family frantic, last dip together."
KMP-2027-01190,2027-09-02 12:35,Tukaram Pawar,Male,18-40,Karnataka,Bengaluru,Kannada,Dudhsagar Falls Road,Panchavati Center,+91 9414649278,"black shawl, limps on right leg",Reunited,2.2,False,Phone switched off.
KMP-2027-01599,2027-09-11 06:54,Bhaskar Kale,Male,18-40,Maharashtra,Nashik,Marathi,Kalaram Temple,Sadhugram Center,+91 7010301905,"white dhoti and kurta, tulsi mala around neck",Unresolved,,False,
KMP-2027-01383,2027-08-05 07:45,Kamla Pawar,Female,61-70,Rajasthan,Jaipur,Hindi,Nashik Road Railway Station,Panchavati Center,+91 7059683080,"grey sweater, carries a cloth bag",Reunited,5.7,False,"Family frantic, last dip together."
KMP-2027-00942,2027-09-02 10:58,,Male,61-70,Madhya Pradesh,Indore,Hindi,Kalaram Temple,Tapovan Center,+91 9487010697,"grey sweater, hard of hearing",Reunited,8.5,False,"Family frantic, last dip together."
KMP-2027-01641,2027-09-11 16:11,Tukaram Sharma,Male,18-40,Gujarat,Ahmedabad,Gujarati,Goda Ghat,Kushavarta Center,+91 8876666040,"blue checked shirt, tulsi mala around neck",Reunited,5.9,False,Cross-checked at adjacent center.
KMP-2027-00691,2027-09-11 09:07,,Male,0-12,Rajasthan,Jodhpur,Hindi,CBS Bus Stand,CBS Help Center,+91 9059484091,"yellow blouse, tulsi mala around neck",Reunited,8.4,False,Cross-checked at adjacent center.
KMP-2027-00393,2027-08-26 12:45,Dattatray Deshmukh,Male,61-70,Maharashtra,Jalgaon,Marathi,Ramkund,Panchavati Center,+91 9843708580,"blue checked shirt, walks with a cane",Reunited,0.7,False,Cross-checked at adjacent center.
KMP-2027-00797,2027-08-26 18:11,Sopan Bhosale,Male,61-70,Maharashtra,Pune,Marathi,Kushavarta Kund,Tapovan Center,+91 9446842827,"maroon saree, silver anklets",Reunited,2.6,False,"Family frantic, last dip together."
KMP-2027-00744,2027-08-19 08:45,Mohan Pawar,Male,41-60,Maharashtra,Solapur,Marathi,Mukti Dham,Kushavarta Center,+91 8872980849,"grey sweater, speaks little Hindi",Reunited,8.5,False,"Family frantic, last dip together."
KMP-2027-00320,2027-08-04 13:34,Dattatray Gaikwad,Male,61-70,Maharashtra,Solapur,Marathi,Sita Gufa,Nashik Road Center,+91 9947588477,,Reunited,4.5,False,"Family frantic, last dip together."
KMP-2027-00728,2027-08-10 18:30,Radha Gaikwad,Female,80+,Maharashtra,Nashik,Marathi,Tapovan,Tapovan Center,+91 9818770909,,Reunited,2.2,False,Announced on PA system.
KMP-2027-00306,2027-07-31 23:17,Sunil Joshi,Male,41-60,Uttar Pradesh,Varanasi,Hindi,Sita Gufa,Sadhugram Center,,,Reunited,3.6,False,Got separated in snan crowd.
KMP-2027-01257,2027-09-02 05:55,Parvati Das,Female,71-80,Maharashtra,Jalgaon,Marathi,Mukti Dham,Kushavarta Center,+91 7337741979,,Reunited,4.9,False,Phone switched off.
KMP-2027-00016,2027-09-02 06:14,,Female,41-60,Uttar Pradesh,Prayagraj,Hindi,Kushavarta Kund,Tapovan Center,+91 7352408932,,Transferred to hospital,3.4,True,Logged at second center; same person suspected.
KMP-2027-01019,2027-08-04 13:14,Lakshmi Iyer,Female,0-12,Maharashtra,Solapur,Marathi,Panchavati,Panchavati Center,+91 9940819566,"grey sweater, wears thick glasses",Reunited,5,False,Got separated in snan crowd.
KMP-2027-01734,2027-09-11 10:42,Radha Yadav,Female,61-70,Maharashtra,Nagpur,Marathi,Gangapur Road Ghat,Kushavarta Center,+91 9878246027,"yellow blouse, tulsi mala around neck",Reunited,8.3,False,Volunteer escorting to help desk.
KMP-2027-00389,2027-08-04 17:00,Anjali Chavan,Female,18-40,Tamil Nadu,Madurai,Tamil,Saptashrungi Base,Sadhugram Center,+91 7352939326,"grey sweater, carries a cloth bag",Reunited,1.6,False,"Family frantic, last dip together."
KMP-2027-01239,2027-08-21 16:06,Aarav Deshmukh,Male,61-70,Maharashtra,Jalgaon,Marathi,Nashik Road Railway Station,Panchavati Center,,"blue checked shirt, wears thick glasses",Unresolved,,False,Possible match flagged for review.
KMP-2027-00209,2027-07-15 14:09,Sunita Bhosale,Female,61-70,Maharashtra,Jalgaon,Marathi,Mukti Dham,Tapovan Center,+91 9039421047,"green saree, tulsi mala around neck",Reunited,8.7,False,Possible match flagged for review.
KMP-2027-01223,2027-07-20 07:38,Bhaskar Verma,Male,71-80,Maharashtra,Ahmednagar,Marathi,Sita Gufa,Kushavarta Center,,"white dhoti and kurta, wears thick glasses",Reunited,4.9,False,"Family frantic, last dip together."
KMP-2027-02249,2027-08-26 22:25,Suresh Patil,Male,18-40,Maharashtra,Pune,Marathi,Tapovan,Trimbak Gate Center,+91 9466066546,"maroon saree, hard of hearing",Reunited,5.9,False,Got separated in snan crowd.
KMP-2027-00816,2027-09-02 15:14,Sunil Verma,Male,18-40,Maharashtra,Pune,Marathi,Saptashrungi Base,CBS Help Center,+91 7031909505,"cream kurta, carries a cloth bag",Reunited,0.9,False,Cross-checked at adjacent center.
KMP-2027-02432,2027-08-19 14:09,Sushila Pawar,Female,0-12,Maharashtra,Ahmednagar,Marathi,Ahilyadevi Holkar Bridge,Sadhugram Center,,"grey sweater, short grey hair",Reunited,2.7,False,Announced on PA system.
KMP-2027-01311,2027-08-24 17:28,,Female,80+,Maharashtra,Ahmednagar,Marathi,Nashik Road Railway Station,Trimbak Gate Center,+91 7398452944,,Reunited,4.9,False,Phone switched off.
KMP-2027-00981,2027-09-11 16:03,,Female,71-80,Gujarat,Ahmedabad,Gujarati,Kalaram Temple,Nashik Road Center,+91 7330767300,"blue checked shirt, walks with a cane",Pending,,False,Volunteer escorting to help desk.
